index,substanceUsed,avgAmountUsed,avgAmountUsedUnit,amountUsed,measuringMethod,measuringTime,measuringDevice,refusedTesting,dateOfOffense,timeOfOffense,placeOfOffense,citySize,placeDetails,typeOfRoad,vehicleModel,vehicleType,checkedBy,reasonForCheck,reasonForCheckCategory,licenseStatus,lawBroken,note,sentence
108539418,alcohol,1.25,mg/l,1.22 mg/l; 1.28 mg/l,breath; breath,14:08; 14:32,AlcoQuant 6020 plus; AlcoQuant 6020 plus,False,10.07.2022,14:00,Bratislava,437725,ulici Jána Stanislava až po ulicu Nad Lúčkami v smere na Karloveskú ulicu,,Hyundai i20,car,hliadkou OO PZ Bratislava Karlova Ves,zistenie alkoholu v dychu,suspected_intoxication,banned,,"Vozidlo bolo bielej farby s EČV: Z. XXX H. a obvinenému bol trestným rozkazom Okresného súdu Bratislava III sp.zn. 0T/192/2018 zo dňa 03.08.2018 uložený zákaz činnosti viesť motorové vozidlá všetkého druhu na dobu 36 mesiacov, ktorý doposiaľ trvá.",",  ž e  dňa 10.07.2022 v čase približne od 14:00 hodiny v Bratislave, po ulici Jána Stanislava viedol osobné motorové vozidlo značky Hyundai i20, bielej farby, EČV: Z. XXX H. až po ulicu Nad Lúčkami v smere na Karloveskú ulicu v Bratislave, napriek tomu, že pred jazdou požil alkoholické nápoje s tým, že bol hliadkou OO PZ Bratislava Karlova Ves zastavený a podrobený dychovej skúške na zistenie alkoholu v dychu meracím prístrojom AlcoQuant 6020 plus výrobné číslo A410032 v čase o 14:08 hodine s výsledkom 1,22 mg/l alkoholu v dychu, s číslom merania 989, po opakovanom podrobení sa dychovej skúške s prístrojom AlcoQuant 6020 plus, výrobné číslo A410032 v čase o 14:32 hodine s výsledkom 1,28 mg/l alkoholu v dychu, s číslom merania 990, pričom takto konal napriek tomu, že trestným rozkazom Okresného súdu Bratislava III sp.zn. 0T/192/2018 zo dňa 03.08.2018 právoplatným dňa 03.08.2018 mu bol uložený zákaz činnosti viesť motorové vozidlá všetkého druhu na dobu 36 mesiacov, ktorý doposiaľ trvá,"
108565995,alcohol,1.37,mg/l,1.37 mg/l,breath,,,False,16.04.2006,23:35,anonymized,,Prostejovskej ulici,urban,anonymized,car,,,,banned,§ 348 ods. 1 písm. d/ Trestného zákona; § 289 ods. 1 písm. b/ Trestného zákona,"Obvinenému bol právoplatným rozhodnutím Okresného riaditeľstva PZ, Okresného dopravného inšpektorátu Vranov nad Topľou sp.zn. ORP-281/DI-2-2004 zo dňa 8.7.2004 uložený zákaz viesť motorové vozidlá na dobu 24 mesiacov za vedenie vozidla pod vplyvom alkoholu.","z prečinu marenia výkonu úradného rozhodnutia podľa § 348 ods. 1 písm. d/ Trestného zákona v jednočinnom súbehu s prečinom ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 1 písm. b/ Trestného zákona účinného do 31.10.2011  pretože:  dňa 16.4.2006 v čase o 23.35 hod. v T. potom čo požil alkoholické nápoje s hladinou najmenej 1,37 mg/l alkoholu vo vydychovanom vzduchu, viedol po ulici Prostejovskej osobné motorové vozidlo značky H. W., X.: I.-XXXW, napriek tomu, že právoplatným rozhodnutím Okresného riaditeľstva PZ, Okresného dopravného inšpektorátu Vranov nad Topľou sp.zn. ORP-281/DI-2-2004 zo dňa 8.7.2004 bol postihnutý za vedenie vozidla pod vplyvom alkoholu a bola mu uložená aj sankcia zákaz činnosti viesť motorové vozidlá na dobu 24 (dvadsať štyri) mesiacov"
110032875,alcohol,1.44,mg/l,1.46 mg/l; 1.42 mg/l,breath; breath,22:07; 22:27,AlcoQuant 6020 Plus,False,31.07.2022,22:00,Senec,19963,Kysuckej ulici,urban,Volkswagen Golf,car,"hliadkou Okresného riaditeľstva Policajného zboru Senec, Obvodného oddelenia Policajného zboru Senec",manévroval po vozovke z jedného jazdného pruhu do protismerného pruhu až do momentu nárazu na obrubník a odstavenia vozidla,traffic_accident,valid,,Vozidlo malo evidenčné číslo SC XXX ES a prístroj AlcoQuant 6020 Plus mal sériové číslo A410118.,"dňa 31.07.2022 v čase okolo 22.00 hod. v meste Senec na Kysuckej ulici, pod vplyvom alkoholu viedol osobné motorové vozidlo továrenskej značky Volkswagen Golf, ev.č.: SC XXX ES, s ktorým označeným vozidlom manévroval po vozovke z jedného jazdného pruhu do protismerného pruhu až do momentu nárazu na obrubník a odstavenia vozidla, kedy bol predpísaným spôsobom kontrolovaný zasahujúcou hliadkou Okresného riaditeľstva Policajného zboru Senec, Obvodného oddelenia Policajného zboru Senec a v čase o 22.07 hod. bol podrobený dychovej skúške prístrojom AlcoQuant 6020 Plus, sériového čísla A410118, s pozitívnym výsledkom 1,46 mg/l alkoholu v dychu (3,09 ‰) a pri opakovanej kontrolnej skúške totožným prístrojom v čase o 22.27 hod., za účelom overenia výsledku merania, mu bola nameraná taktiež pozitívna hodnota 1,42 mg/l alkoholu v dychu (3,00 ‰),"
108693577,alcohol,0.86,mg/l,0.94 mg/l; 0.79 mg/l,breath; breath,22:38; 22:48,,False,10.07.2022,22:30,Bratislava,437725,na Exnárovej ulici,,Mercedes-Benz,car,PZ,kontrolovaný hliadkou PZ,traffic_check,valid,,Vozidlo malo evidenčné číslo R. a priestupok sa udial od presne nezisteného času.,"od presne nezisteného času do dňa 10.07.2022 do 22:30 hod. v Bratislave na Exnárovej ulici viedol ako vodič osobné motorové vozidlo zn. Mercedes-Benz, EČV: R., kde bol ako vodič dopravného prostriedku kontrolovaný hliadkou PZ a podrobený dychovej skúške, pričom mu bola v dychu v čase o 22:38 hod. totožného dňa nameraná hodnota alkoholu 0,94 mg / l a následne v čase o 22:48 hod. totožného dňa nameraná hodnota alkoholu 0,79 mg / l,"
108702434,alcohol,0.63,mg/l,0.63 mg/l,breath,,AlcoQuant 6020 plus,False,12.07.2022,11:45,anonymized,,na miestnej komunikácii,urban,anonymized,car,Obvodné oddelenie PZ Šamorín,kontrola hliadkou,suspected_intoxication,valid,,"Text obsahuje informácie o okrese Dunajská Streda, EČV vozidla V. a sériové číslo meracieho zariadenia Q.",", že  dňa 12.07.2022 v čase o 11:45 hod., v obci U. O., okres Dunajská Streda, na miestnej komunikácii, po predchádzajúcom požití alkoholických nápojov viedol ako vodič osobné motorové vozidlo zn. U. R., EČV: V., kde bol kontrolovaný hliadkou Obvodného oddelenia PZ Šamorín a následne podrobený dychovej skúške elektronickým meračom typu AlcoQuant 6020 plus, č.: Q., ktorej sa podrobil a ktorou mu bola nameraná hodnota 0,63 mg/l alkoholu v dychu (1,31 promile),"
108825104,alcohol,0.65,mg/l,0.65 mg/l,breath,,AlcoQuant 6020 plus,False,10.07.2022,10:53,Prakovce,,v smere jazdy od obce Helcmanovce,class_II,Škoda Octavia,car,,,suspected_intoxication,valid,,Evidenčné číslo vozidla bolo GL-XXXO a sériové číslo prístroja AlcoQuant 6020 plus bolo A410215.,"dňa 10. júla 2022 v čase okolo 10.53 h, po ceste číslo II/546 v obci Prakovce, v smere jazdy od obce Helcmanovce, po predchádzajúcom požití alkoholu, ktorým si privodila stav vylučujúci spôsobilosť, viedla osobné motorové vozidlo značky škoda Octavia, evidenčné číslo GL-XXXO. pričom dychovou skúškou elektronickým prístrojom AlcoQuant 6020 plus, číslo A410215 jej bola nameraná hladina 0,65 mg/l alkoholu v dychu,"
109909415,alcohol,1.51,mg/l,1.51 mg/l,breath,,,False,XX.XX.XXXX,18:37,Sihla,,na ceste II/529,class_II,Mitsubishi Outlander,car,,,,banned,§ 289 ods. 1 Tr. zák.,"Trestným rozkazom Okresného súdu Nitra 0T/76/2021 zo dňa 11.07.2021, právoplatným 11.07.2021 mu bol za prečin ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 1 Tr. zák. uložený aj trest zákazu činnosti vedenia motorových vozidiel akéhokoľvek druhu vo výmere 6 rokov.","dňa XX.XX.XXXX o 18.37 h, na ceste II/529, v k.ú. obce Sihla, viedol pod vplyvom alkoholu (najmenej
1,51 mg/l v dychu) osobné motorové vozidlo zn. Mitsubishi Outlander, ev. č. BR XXX CK,
napriek tomu, že trestným rozkazom Okresného súdu Nitra 0T/76/2021 zo dňa 11.07.2021,
právoplatným 11.07.2021 mu bol za prečin ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 1 Tr.
zák. uložený aj trest zákazu činnosti vedenia motorových vozidiel akéhokoľvek druhu vo výmere 6 rokov."
108833599,alcohol,,,n/a; n/a,breath; breath,n/a; n/a,,False,,,anonymized,,na parkovisku pri závode U. v miestnej časti B. D.,class_I,anonymized,car,hliadkou D. oddelenia D. riaditeľstva PZ V. nad V.,bola zastavená a kontrolovaná,traffic_check,valid,,"Vodička bola majiteľkou vozidla s evidenčným číslom V, ktoré riadila smerom do Z. a bola vyzvaná, aby predložila doklady potrebné na vedenie a prevádzku vozidla.","dňa XX.XX.XXXX v čase o XX:XX hodine v V. nad V. po ceste I/X smerom do Z. riadila osobné motorové vozidlo zn. P. XXXX, evidenčné číslo V ktorého je majiteľom, pričom na parkovisku pri závode U. v miestnej časti B. D. bola zastavená a kontrolovaná hliadkou D. oddelenia D. riaditeľstva PZ V. nad V. a vyzvaná, aby sa predložila doklady potrebné na vedenie a prevádzku vozidla a aby sa podrobila dychovej skúške na zistenie prítomnosti alkoholu v dychu s výsledkom merania X,XX mg/l alkoholu v dychu v čase o XX:XX hod. dňa XX.XX.XXXX, pri opakovanej dychovej skúške v čase o XX:XX hod. uvedeného dňa s výsledkom merania X,XX mg/l alkoholu v dychu,"
122254250,alcohol,1.21,mg/l,1.19 mg/l; 1.24 mg/l,breath; breath,09:32; 09:48,AlcoQuant 6020 plus č. A409579,False,20.09.2022,09:32,outside town/city limits,,"na ceste č. III/2277 medzi obcami Rabčice - Rabča, smerom na Obec Rabča, v časti zvanej Gaceľ, na zastávke SAD oproti kultúrnemu domu",other,Škoda Rapid,car,Pohotovostnej motorizovanej jednotky Krajského riaditeľstva PZ Žilina,bol zastavený a kontrolovaný,traffic_check,valid,,Vozidlo malo evidenčné číslo R..,"dňa 20.09.2022 v čase o 09.32 hodine, viedol pod vplyvom alkoholu osobné motorové vozidlo Škoda
Rapid, evidenčné číslo R., na ceste č. III/2277 medzi obcami Rabčice - Rabča, smerom na Obec
Rabča, v časti zvanej Gaceľ, na zastávke SAD oproti kultúrnemu domu bol zastavený a kontrolovaný
hliadkou Pohotovostnej motorizovanej jednotky Krajského riaditeľstva PZ Žilina, počas kontroly sa
podrobil dychovej skúške na zistenie alkoholu prístrojom AlcoQuant 6020 plus č. A409579, pričom mu
bola dňa 20.09.2022 o 09.32 hod. nameraná hodnota 1,19 mg etanolu v litri vydýchnutého vzduchu a
dňa 20.09.2022 o 09.48 mu bola nameraná hodnota 1,24 mg etanolu v litri vydýchnutého vzduchu,"
108868261,alcohol,0.8,mg/l,0.80 mg/l,breath,19:02,Alcoquant 6020plus č. A410059,False,03.07.2020,18:45,Zákamenné,,"po poľnej ceste v katastri obce Zákamenné smerom na Goralskú ulicu, približne 500 m od svojho bydliska domu č. 1176/9",other,CF MOTO CFORCE 550,other,,"nezvládol v dôsledku ovplyvnenia alkoholom vedenie vozidla, prevrátil sa so štvorkolkou nabok",traffic_accident,valid,,"Vozidlo malo evidenčné číslo R. a v čase nehody bol vodič ovplyvnený koncentráciou alkoholu v krvi v rozmedzí 1,276 až 1,411 promile.","dňa 03.07.2020 v čase o 18,45 hod. viedol pod vplyvom alkoholu motorovú štvorkolku CF MOTO CFORCE 550, ev. č. R. po poľnej ceste v katastri obce Zákamenné smerom na Goralskú ulicu, približne 500 m od svojho bydliska domu č. 1176/9, kde nezvládol v dôsledku ovplyvnenia alkoholom vedenie vozidla, prevrátil sa so štvorkolkou nabok, 17 minút po nehode sa podrobil dychovej skúške na alkohol prístrojom Alcoquant 6020plus č. A410059 a bola mu nameraná hodnota 0,80 mg etanolu v litri vydýchnutého vzduchu, čiže v čase nehody bol ovplyvnený koncentráciou alkoholu v krvi v rozmedzí 1,276 až 1,411 promile,"
116169375,alcohol,1.23,mg/l,1.25 mg/l; 1.20 mg/l,breath; breath,15:45; 16:00,S. 6020plus,False,XX.XX.XXXX,15:25,anonymized,,po ceste č. III/2132 v smere jazdy zo D. G. do D.,other,anonymized,car,"OR PZ Martin, ODI","zišiel mimo cestu vľavo, kde prešiel cez krovinový porast",traffic_accident,valid,,"Vodič bol hliadkou vyzvaný, aby predložil doklady potrebné na vedenie a prevádzku motorového vozidla, čo aj urobil.","dňa XX.XX.XXXX v čase približne o 15:25 hod. po predchádzajúcom požití alkoholických nápojov viedol
po ceste č. III/2132 v smere jazdy zo D. G. do D. osobné motorové vozidlo zn. Š. V., ev. č. C., pričom svoju
jazdu neprispôsobil dopravno-technickému stavu cesty a svojim schopnostiam a s osobným motorovým
vozidlom zišiel mimo cestu vľavo, kde prešiel cez krovinový porast a následne bol hliadkou OR PZ Martin,
ODI, vyzvaný, aby predložil doklady potrebné na vedenie a prevádzku motorového vozidla, čo aj urobil a
ďalej bol vyzvaný k podrobeniu sa dychovej skúške na zistenie prítomnosti alkoholu vo vydychovanom
vzduch prístrojom zn. S. 6020plus, číslo S., čo i vykonal a v dychu obvineného bola zistená prítomnosť
alkoholu v čase o 15:45 hod. v objeme 1,25 mg/l (2,60‰) a v čase o 16:00 hod. v objeme 1,20 mg/
l (2,50‰),"
109013698,alcohol,0.56,mg/l,0.56 mg/l; 0.56 mg/l,breath; breath,19:45; 20:01,AlcoQuant 6020 plus,False,30.06.2022,19:44,anonymized,,"na ulici D. XXX/XXX, na ceste č. III/1641 v smere na Nitru",other,anonymized,car,,,,valid,,Evidenčné číslo vozidla bolo NR-XXXFE a výrobné číslo prístroja AlcoQuant 6020 plus bolo A409027.,":  dňa 30.06.2022 v čase o 19:44 hod. v Q.-H. na ulici D. XXX/XXX, na ceste č. III/1641 v smere na Nitru viedol po predchádzajúcom požití alkoholických nápojov ako vodič osobné motorové vozidlo zn. T. K. s evidenčným číslom NR-XXXFE, pričom vykonanou dychovou skúškou na prístroji zn. AlcoQuant 6020 plus, výrobné číslo A409027, mu bola v čase o 19:45 hod. v dychu nameraná hodnota 0,56 mg/l etanolu vo vydychovanom vzduchu a pri opakovanej dychovej skúške mu bola v čase o 20:01 hod. v dychu nameraná hodnota 0,56 mg/l etanolu vo vydychovanom vzduchu,"
109064939,alcohol,1.15,mg/l,1.15 mg/l,breath,,,False,17.07.2022,10:38,anonymized,,v smere na obec Senica,urban,Volkswagen Golf,car,,,,valid,,"Páchateľ viedol vozidlo v stave vylučujúcom spôsobilosť, ktorý si privodil vplyvom alkoholu a malo evidenčné číslo V.","dňa 17.7.2022 v čase o 10.38 hod. viedol v stave vylučujúcom spôsobilosť, ktorý si privodil vplyvom alkoholu (1,15 miligramu etanolu na liter vydýchnutého vzduchu), v obci V. P. V. P. N. C. (H.. F.) v smere na obec Senica, osobné motorové vozidlo Volkswagen Golf, evidenčné číslo V.,"
112632779,alcohol,0.9,mg/l,0.97 mg/l; 0.82 mg/l,breath; breath,12:32; 12:50,AlcoQuant 6020 plus,False,25.05.2022,12:30,Lokca,,"od baru U Korpu, po ulici Hradská, pri rodinnom dome č. 499/11 na ulici Hradská",urban,Babeta,motorcycle,Obvodné oddelenie Policajného zboru Námestovo,kontrole v cestnej premávke,traffic_check,valid,,"Motorové vozidlo zn. Babeta bolo bez evidenčného čísla, sivej farby, s VIN C a prístroj AlcoQuant 6020 plus mal sériové číslo A410050.","dňa 25.05.2022 v čase okolo 12:30 hod. viedol po cestnej komunikácii od baru U Korpu, po ulici Hradská, v obci Lokca, motorové vozidlo zn. Babeta, bez evidenčného čísla, sivej farby, VIN C počas čoho bol pri rodinnom dome č. 499/11 na ulici Hradská v obci Lokca zastavený a podrobený kontrole v cestnej premávke hliadkou Obvodného oddelenia Policajného zboru Námestovo, kde podrobil dychovej skúške prístrojom AlcoQuant 6020 plus č. A410050, ktorou mu bola nameraná sa v čase o 12:32 hod. dňa 25.05.2022 hodnota 0,97 mg/l alkoholu v dychu a v čase o 12:50 hod. dňa 25.05.2022 bola nameraná hodnota 0,82 mg/l alkoholu v dychu,"
109091527,alcohol,0.92,mg/l,0.92 mg/l,breath,16:43,,False,30.03.2022,16:40,Klin,,"po Ulici Hlavnej, pri rodinnom dome číslo 484/19",urban,anonymized,car,Obvodné oddelenie PZ Námestovo,zastavený a kontrolovaný,traffic_check,valid,,"V texte sa nachádzajú aj informácie o evidenčnom čísle vozidla X. XXX C., okrese Námestovo a smere jazdy z nižného konca na vyšný koniec obce po predchádzajúcom požití alkoholických nápojov.","dňa 30. 03. 2022 v čase okolo 16.40 hodine, po predchádzajúcom požití alkoholických nápojov, viedol osobne motorové vozidlo ŠKODA AA SEDAN evidenčné číslo X. XXX C. po Ulici Hlavnej v obci Klin, okres Námestovo, a to smerom z nižného konca na vyšný koniec obce, pričom pri rodinnom dome číslo 484/19 bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Námestovo a vykonanou dychovou skúškou mu bolo dňa 30.03.2022 o 16.43 hodine zistené 0,92 mg/l alkoholu v dychu,"
109146921,alcohol,1.36,mg/l,1.36 mg/l,breath,13:04,AlcoQuant 6020 plus,False,20.07.2022,12:55,Nálepkovo,,"po Hámorskej ulici smerom od mesta Spišská Nová Ves na III. Hámor, pred rodinným domom č. 728/8",urban,Suzuki Swift,car,hliadkou polície,bol zastavený a kontrolovaný hliadkou polície,traffic_check,valid,,Evidenčné číslo vozidla bolo B. XXXAP a sériové číslo merača alkoholu bolo A409602.,", ž e  dňa 20. júla 2022 v čase o 12.55 hod. po predchádzajúcom požití alkoholických nápojov viedol osobné motorové vozidlo továrenskej značky Suzuki Swift, evidenčného čísla B. XXXAP v obci Nálepkovo po Hámorskej ulici smerom od mesta Spišská Nová Ves na III. Hámor, kde bol pred rodinným domom č. 728/8 zastavený a kontrolovaný hliadkou polície, pričom vykonanou dychovou skúškou na alkohol elektronickým meračom typu AlcoQuant 6020 plus, sériového čísla A409602, mu bola v čase o 13.04 hod. nameraná hodnota 1,36 mg/l alkoholu v dychu,"
109156496,alcohol,0.8,mg/l,0.79 mg/l; 0.80 mg/l,breath; breath,19:00; 19:21,Alcotest 7510,False,03.06.2022,19:00,Trnava,65033,po ulici Pri kalvárii,urban,anonymized,car,Obvodné oddelenie PZ Trnava,následne zastavený a kontrolovaný hliadkou PZ,traffic_check,valid,,Vozidlo malo evidenčné číslo C a prístroj Alcotest 7510 mal číslo ARMF-0426.,"dňa 3. júna 2022 v čase približne do 19:00 h v Trnave po ulici Pri kalvárii po požití alkoholu viedol ako vodič osobné motorové vozidlo značky W. XXX, evidenčného čísla C pričom bol následne zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Trnava, ktorá u neho dychovou skúškou prístrojom Alcotest 7510, číslo ARMF-0426 o 19:00 h zistila hodnotu 0,79 mg/l alkoholu v dychu (v prepočte 1,65 promile) a pri následnej dychovej skúške vykonanej o 19:21 h hodnotu 0,80 mg/l alkoholu v dychu (v prepočte 1,67 promile),"
109168755,alcohol,1.31,mg/l,1.31 mg/l,breath,,AlcoQuant 6020 plus,False,11.07.2022,,anonymized,,ceste X/XX smerom od mestskej časti Z. - J. do obce K.,class_II,Ford Galaxy,car,Obvodného oddelenia Z.,kontrolovaný,traffic_check,valid,,Motorové vozidlo malo evidenčné číslo Z. a merací prístroj mal výrobné číslo O.,", Ž E  dňa 11. 07. 2022 v čase o XX:XX hodine, po predchádzajúcom požití alkoholických nápojov vykonával jazdu na osobnom motorovom vozidle značky Ford Galaxy s evidenčným číslom Z. po ceste X/XX smerom od mestskej časti Z. - J. do obce K., kde bol následne v obci K. hliadkou Obvodného oddelenia Z. zastavený a kontrolovaný a počas kontroly bol podrobený dychovej skúške na zistenie koncentrácie alkoholu vo vydychovanom vzduchu prístrojom AlcoQuant 6020 plus, výr. č. O., s pozitívnym výsledkom 1,31 mg/l vydychovaného vzduchu, čo v prepočte zodpovedá 2,73 promile,"
109179554,alcohol,0.92,mg/l,0.94 mg/l; 0.89 mg/l,breath; breath,16:24; 16:45,,False,21.07.2022,16:20,Medzilaborce,6531,po ulici Mierovej v smere do centra mesta,class_II,Opel Astra,car,Obvodného oddelenia Policajného zboru Medzilaborce,z dôvodu pomalej jazdy,traffic_violation,valid,,Vozidlo malo evidenčné číslo ML 455 AD.,"dňa 21.07.2022 v čase o 16:20 h viedol osobné motorové vozidlo továrenskej značky Opel Astra, evidenčné číslo ML 455 AD, po štátnej ceste II. triedy číslo 559 po ulici Mierovej v Medzilaborciach v smere do centra mesta, kde z dôvodu pomalej jazdy bol hliadkou Obvodného oddelenia Policajného zboru Medzilaborce zastavený a kontrolovaný a podrobený dychovej skúške, pri ktorej mu bola v čase 16:24 h nameraná hodnota 0,94 mg/ l etanolu na liter vydychovaného vzduchu a pri opakovanej dychovej skúške v čase 16:45 h mu bola nameraná hodnota 0,89 mg/l etanolu na liter vydychovaného vzduchu, pričom obvinený sa po zákonnom poučení na vyšetrenie zistenia prítomnosti alkoholu v organizme odberom krvi nežiadal,"
