id,text,amountUsed.text.curated,amountUsed.value.curated,amountUsed.position.curated,substanceUsed.text.curated,substanceUsed.value.curated,substanceUsed.position.curated,checkedBy.text.curated,checkedBy.value.curated,checkedBy.position.curated,placeOfOffense.text.curated,placeOfOffense.value.curated,placeOfOffense.position.curated,measuringDevice.text.curated,measuringDevice.value.curated,measuringDevice.position.curated,measuringMethod.text.curated,measuringMethod.value.curated,measuringMethod.position.curated,vehicleModel.text.curated,vehicleModel.value.curated,vehicleModel.position.curated,dateOfOffense.text.curated,dateOfOffense.value.curated,dateOfOffense.position.curated,measuringTime.text.curated,measuringTime.value.curated,measuringTime.position.curated,timeOfOffense.text.curated,timeOfOffense.value.curated,timeOfOffense.position.curated,vehicleType.text.curated,vehicleType.value.curated,vehicleType.position.curated,refusedTesting.text.curated,refusedTesting.value.curated,refusedTesting.position.curated,placeDetails.text.curated,placeDetails.value.curated,placeDetails.position.curated,reasonForCheck.text.curated,reasonForCheck.value.curated,reasonForCheck.position.curated,licenseStatus.text.curated,licenseStatus.value.curated,licenseStatus.position.curated,typeOfRoad.text.curated,typeOfRoad.value.curated,typeOfRoad.position.curated
115669697,", že napriek tomu, že mu bol rozsudkom Krajského súdu v Ústí nad Labem - pobočkou v Liberci zo dňa 06. 09. 2022, sp. zn. 55 To 222/2022, právoplatným a vykonateľným 06. 09. 2022, okrem iného uložený aj trest zákazu činnosti viesť všetky motorové vozidlá vo výmere 2 roky, po predchádzajúcom požití alkoholických nápojov dňa 02. 11. 2022 v čase asi o 20.54 hod. viedol osobné motorové vozidlo značky Škoda Fabia, červenej farby, s prideleným evidenčným číslom Českej republiky 1L1 1287, po ceste 2/537 smerom na obec Liptovský Peter, kde bol následne medzi mestom Liptovský Hrádok a obcou Liptovský Peter kontrolovaný hliadkou Pohotovostnej motorizovanej jednotky, odboru poriadkovej polície, Krajského riaditeľstva Policajného zboru Žilina a podrobený dychovej skúške, ktorou o 20.54 hod. analyzátorom dychu AlcoQuant 6020 plus, sériové číslo A409578, číslo merania 609, bola u neho nameraná hodnota 0,88 miligramu etanolu na 1 liter vydychovaného vzduchu, čo je v prepočte 1,83 promile alkoholu v krvi,","0,88 miligramu etanolu na 1 liter",,"(901, 934)",,,,"hliadkou Pohotovostnej motorizovanej jednotky, odboru poriadkovej polície, Krajského riaditeľstva Policajného zboru Žilina",,"(618, 740)",Liptovský Hrádok; Liptovský Peter,,,AlcoQuant 6020 plus,,"(809, 828)",dychu,breath,"(803, 808)",Škoda Fabia,,"(400, 411)",02. 11. 2022,,"(325, 337)",,,,20.54,,"(351, 356)",osobné motorové vozidlo,car,"(369, 392)",,,,,,,,,,,,,,,
115838981,", ž e dňa 19.10.2022 v čase o 13:00 hod. po miestnej komunikácii v obci Dlhá nad Váhom ako vodič viedol osobné motorové vozidlo značky Škoda Pick-Up, EČ:SA670CC, bielej farby, kde bol pri zbernom dvore zastavený a kontrolovaný hliadkou Okresného dopravného inšpektorátu Šaľa, nakoľko vykonával jazdu v protismere a potom zo strany na stranu vo svojom jazdnom pruhu, pričom dychovou skúškou v čase o 13:06 hod. mu bola zistená prítomnosť alkoholu v množstve 0,75 mg/l vydychovaného vzduchu,","0,75 mg/l",,"(458, 467)",alkoholu,alcohol,"(438, 446)",hliadkou Okresného dopravného inšpektorátu Šaľa,,"(228, 275)",Dlhá nad Váhom,,"(73, 87)",,,,dychovou skúškou,breath,"(374, 390)",Škoda Pick-Up,,"(136, 149)",19.10.2022,,"(11, 21)",13:06,,"(400, 405)",13:00,,"(31, 36)",osobné motorové vozidlo,car,"(105, 128)",,,,zbernom dvore,,,vykonával jazdu v protismere a potom zo strany na stranu vo svojom jazdnom pruhu,suspected_intoxication,,,,,miestnej komunikácii,urban,
116552897,"dňa 18.11.2022 v čase o 16.59 hod. viedol osobné motorové vozidlo zn. F. G., EČ: D. po miestnej komunikácii na H. I. J. E. K. I., okres D., smerom k výjazdu z obce, kde bol pred rodinným domom s popisným číslom 2 v čase o 17.00 h zákonným spôsobom a to mávaním pravej ruky v hornom polkruhu za použitia svietidla vyžarujúceho svetlo červenej farby, zastavený hliadkou OO PZ Svit z dôvodu, že viedol vozidlo po miestnej komunikácii ""zo strany na stranu"", kde po zastavení bol hliadkou vyzvaný, aby predložil doklady potrebné na prevádzku a vedenie vozidla, pričom vodič nepredložil vodičský preukaz a následne sa podrobil dychovej skúške v čase o 17.04 hod., pričom mu bola nameraná hodnota 0,94 mg/l alkoholu na vydychovaný vzduch a následne bolo lustráciou hliadky zistené, že A. B. bol trestným rozkazom Okresného súdu Poprad sp. zn. 0T/127/2022 zo dňa 21.10.2022, ktorý nadobudol právoplatnosť dňa 21.10.2022, uložený trest zákazu činnosti viesť motorové vozidlá po dobu 26 mesiacov a to do 21.12.2024,","0,94 mg/l",,"(690, 699)",alkoholu,alcohol,"(700, 708)",hliadkou OO PZ Svit,,"(359, 378)",H.; I.; J.; E; K.; I.,,"(111, 113); (114, 116); (117, 119); (120, 121); (123, 125); (126, 128)",,,,dychovej,breath,"(621, 629)",F.; G.,,"(70, 72); (73, 75)",18.11.2022,,"(4, 14)",17.04,,"(646, 651)",16.59,,"(24, 29)",osobné motorové vozidlo,car,"(42, 65)",,,,"rodinným domom
s popisným číslom 2",,"(178, 212)",zo strany na stranu,suspected_intoxication,"(432, 451)",nepredložil,none,"(569, 580)","miestnej
komunikácii",urban,"(87, 107)"
115986510,"dňa 06.10.2022 v čase o 15:50 hod. viedol osobné motorové vozidlo značky Škoda Octavia, ev.č. A.-XXXAN po Zvolenskej ceste v Banskej Bystrici, kde pri dome s číslom 71 na Zvolenskej ceste v Banskej Bystrici bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Banská Bystrica - západ, nepredložil žiadne doklady k vedeniu motorového prostriedku, keďže vodičské oprávnenie mu bolo odobraté a dobrovoľne sa podrobil dychovej skúške na zistenie prítomnosti alkoholu v dychu, pričom bolo po prefúknutí prístroja AlcoQuant 6020 plus, ev.č. A409699 dňa 06.10.2022 v čase o 15:55 hod. zistené, že vozidlo viedol pod vplyvom alkoholu, pretože výsledok dychovej skúšky bol 0,66 mg/ l, pri opakovanej dychovej skúške v ten istý deň v čase o 16:12 hod. bola tým istým prístrojom zistená hladina alkoholu v dychu 0,64 mg/l, a tohto konania sa dopustil napriek tomu, že rozhodnutím OR PZ v Banskej Bystrici č. ORPZ-BB-ODI2-37/2021-SK zo dňa 18.03.2021, ktoré nadobudlo právoplatnosť dňa 18.03.2021, bol postihnutý za priestupok podľa § 22 odsek 1 písmeno e) zák. č. 372/1990 Zb. v platnom znení, kedy ako vodič viedol motorového vozidlo pod vplyvom alkoholu a bola mu uložená pokuta a trest zákazu činnosti viesť motorové vozidlá, ktorý vykonal dňa 22.08.2022,","0,66 mg/ l; 0,64 mg/l",,"(672, 682); (809, 818)",alkoholu; alkoholu,alcohol; alcohol,"(625, 633); (792, 800)",hliadkou Obvodného oddelenia PZ Banská Bystrica - západ,,"(236, 291)",Banskej Bystrici,,"(125, 141)",AlcoQuant 6020 plus,,,dychovej skúške; dychovej skúšky; dychovej skúške,breath; breath; breath,"(422, 437); (652, 667); (699, 714)",Škoda Octavia,,"(73, 86)",06.10.2022,,"(4, 14)",15:55; 16:12,,"(575, 580); (739, 744)",15:50,,"(24, 29)",osobné motorové vozidlo,car,"(42, 65)",dobrovoľne sa podrobil,FALSE,"(399, 421)",dome s číslom 71,,"(151, 167)",,,,zákazu činnosti,banned,,Zvolenskej ceste,urban,"(106, 122)"
116176452,", ž e dňa 09. novembra 2022 v čase okolo 20:15 hod. po ceste II/546 v obci Prakovce, v smere jazdy od mesta Gelnica na obec Helcmanovce, po predchádzajúcom požití alkoholických nápojov, čím sa priviedol do stavu vylučujúceho spôsobilosť bezpečne viesť motorové vozidlá, viedol osobné motorové vozidlo továrenskej značky Opel Insignia, evidenčného čísla X., pričom dychovou skúškou elektronickým prístrojom AlcoQuant 6020 plus mu bola nameraná hodnota 0,57 mg/l alkoholu v dychu,","0,57 mg/l",,"(452, 461)",alkoholických; alkoholu,alcohol; alcohol,"(164, 177); (462, 470)",,,,Prakovce,,"(76, 84)",AlcoQuant 6020 plus,,"(407, 426)",dychovou; dychovou skúškou,breath; breath,"(365, 373); (365, 381)",Opel Insignia,,"(321, 334)",09. novembra 2022,,"(11, 28)",,,,20:15,,"(42, 47)",osobné motorové vozidlo továrenskej,car,"(278, 313)",,,,od mesta Gelnica na obec Helcmanovce,,"(100, 136)",,,,,,,II/546,class_II,"(62, 68)"
116371187,"dňa 06.11.2022 v čase asi o 01.50 hodine v Bratislave po petržalskom obchvate od Mosta Lafranconi v smere na Einsteinovu ulicu viedol, ako vodič, motorové vozidlo zn. T. N., ukrajinského evidenčného čísla T., pričom bol zastavený a kontrolovaný hliadkou policajného zboru, ktorá ho podrobila dychovej skúške, s ktorou súhlasil a v čase o 02.01 hodine dňa 06.11.2022 mu bola prístrojom AlcoQuant 6020 plus, sériové číslo A4409135 v dychu nameraná hodnota 0,57 mg/l alkoholu vo vydychovanom vzduchu, číslo merania 761, pričom pri opakovanej skúške vykonanej v čase o 02:22 hodine dňa 06.11.2022 tým istým prístrojom mu bola v dychu nameraná hodnota 0,52 mg/l alkoholu vo vydychovanom vzduchu, číslo merania 762,","0,57 mg/l; 0,52 mg/l",,"(454, 463); (647, 656)",alkoholu; alkoholu,alcohol; alcohol,"(464, 472); (657, 665)",hliadkou policajného zboru,,"(245, 271)",Bratislave,,"(43, 53)",AlcoQuant 6020 plus,,"(385, 404)",dychovej skúške,breath,"(292, 307)",T.,,"(167, 169)",06.11.2022,,"(4, 14)",02.01; 02:22,,"(338, 343); (565, 570)",asi o 01.50,,"(22, 33)",motorové vozidlo,car,"(146, 162)",súhlasil,FALSE,"(318, 326)",po petržalskom obchvate od Mosta Lafranconi v smere na Einsteinovu ulicu,,"(54, 126)",,,,viedol,valid,"(127, 133)",Einsteinovu ulicu,urban,"(109, 126)"
115882362,"dňa 19.10.2022 o 17.40 hodine viedol ako vodič osobné motorové vozidlo továrenskej značky W. D., G. W., evidenčného čísla A.-XXXDA po ceste III. triedy čísla XXXX, kde pred obcou H. D., okres Rimavská Sobota, bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Rimavská Sobota, pričom bol vyzvaný, aby ako vodič predložil potrebné doklady na vedenie a prevádzku vozidla, následne bol vyzvaný aby sa podrobil dychovej skúške na zistenie alkoholu meračom Alcotest 7410, evidenčného čísla ARFM 0034, kde mu bola v čase o 17.43 hodine nameraná hodnota 1,12 mg/l etanolu vo vydychovanom vzduchu (2,33 promile), ďalšou dychovou skúškou v čase o 18.07 hodine mu bola nameraná hodnota 1,12 mg/l etanolu vo vydychovanom vzduchu (2,33 promile) a opakovanou dychovou skúškou v čase o 18.34 hodine mu bola nameraná hodnota 1,09 mg/l etanolu vo vydychovanom vzduchu (2,27 promile),","1,12 mg/l; 1,12 mg/l; 1,09 mg/l",,"(557, 566); (686, 695); (820, 829)",etanolu,alcohol,"(567, 574)",hliadkou Obvodného oddelenia PZ Rimavská Sobota,,"(238, 285)",H.,,"(179, 181)",Alcotest 7410,,"(462, 475)",dychovej skúške,breath,"(417, 432)",W.; D.,,"(90, 92); (93, 95)",19.10.2022,,"(4, 14)",17.43; 18.07; 18.34,,"(527, 532); (648, 653); (782, 787)",17.40,,"(17, 22)",,,,,,,,,,,,,,,,ceste III. triedy čísla XXXX,class_III,"(134, 162)"
116144157,"že dňa 31. 10. 2022 v čase o 09:05 hod. viedla ako vodič osobné motorové vozidlo výr. značky Lancia Delta, ev. č. Q., po ulici Ľ.. Š.Ú. v meste Q., okres Q. v smere jazdy od centra mesta Q., kde na tejto ulici medzi zastávkou autobusov a mostom rieky T., bola zastavená a kontrolovaná hliadkou Obvodného oddelenia PZ Zvolen pričom sa na výzvu policajta odmietla podrobiť dychovej skúške analyzátorom dychu na určenie alkoholu v krvi a lekárskemu vyšetreniu odberom a vyšetrením krvi alebo iného biologického materiálu, či nie je ovplyvnená návykovou látkou, hoci by to pri vyšetrení nebolo spojené s nebezpečenstvom pre jej zdravie, pričom uvedeného konania sa dopustila aj napriek tomu, že bola v predchádzajúcich dvadsiatich štyroch mesiacoch Okresným súdom vo Zvolene, č. k. 0T/151/2022 zo dňa 27. 10. 2022, ktorý nadobudol právoplatnosť dňa 27. 10. 202 uznaná vinnou zo spáchania prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods.1 Tr. zákona, za čo jej bol uložený test zákazu činnosti viesť motorové vozidlá akéhokoľvek druhu v cestnej premávke po dobu 12 (dvanásť) mesiacov,",,,,,,,hliadkou Obvodného oddelenia PZ Zvolen,,"(286, 324)",Q.; Q.,,"(145, 147); (155, 157)",,,,dychovej skúške; lekárskemu vyšetreniu odberom a vyšetrením krvi; iného biologického materiálu,breath; blood; other,"(372, 387); (436, 483); (490, 518)",Lancia Delta,,"(94, 106)",31. 10. 2022,,"(8, 20)",,,,09:05,,"(30, 35)",osobné motorové vozidlo,car,"(58, 81)",odmietla,TRUE,"(354, 362)",medzi zastávkou autobusov a mostom rieky T.,,"(211, 254)",,,,zákazu činnosti,banned,"(989, 1004)",ulici Ľ.,urban,"(122, 130)"
115728023,", že dňa 6. novembra 2022 v čase pred 23:40 hod. po ceste XXXX v obci D., okr. E., po predchádzajúcom požití alkoholu viedol osobné motorové vozidlo zn. G. H., EČV C. XXX I., kde z dôvodu trúbenia v nočných hodinách bol zastavený hliadkou OO PZ Lipany a podrobený dychovej skúške na zistenie alkoholu elektronickým meračom typu AlcoQuant 6020 plus, pri ktorej skúške o 23:45 hod. bola u neho zistená hladina alkoholu 0,80 mg/l a pri opakovanej skúške o 00:01 hod. hladina alkoholu 0,83 mg/l ,","0,80 mg/l; 0,83 mg/l",,"(418, 427); (482, 491)",alkoholu; alkoholu; alkoholu,alcohol; alcohol; alcohol,"(110, 118); (409, 417); (473, 481)",hliadkou OO PZ Lipany,,"(231, 252)",D.,,"(71, 73)",AlcoQuant 6020 plus,,"(329, 348)",dychovej skúške,breath,"(265, 280)",G.,,"(154, 156)",6. novembra 2022,,"(10, 26)",23:45; 00:01,,"(370, 375); (454, 459)",23:40,,"(39, 44)",osobné motorové vozidlo,car,"(126, 149)",podrobený,FALSE,"(255, 264)",,,,trúbenia v nočných hodinách,other,,,,,ceste XXXX,urban,
115970080,"v W. dňa XX.XX.XXXX v čase o XX:XX hod. viedla osobné motorové vozidlo zn. V., EČV: W. po ul. K., v smere do centra, kde pri P. I. bola zastavená, v stave vylučujúcom spôsobilosť, ktorú si privodila vplyvom návykovej látky - požitím alkoholických nápojov, pričom pri následnej kontrole hliadkou Obvodného oddelenia PZ Košice - U. sa podrobila dychovej skúške na zistenie prítomnosti alkoholu prístrojom H., ktorým jej bola nameraná hodnota alkoholu v dychu X,XX mg/l. v čase XX:XX. hod. a opakovanou dychovou skúškou v čase XX:XX hod. jej bola nameraná hodnota alkoholu X,XX mg/l","X,XX mg/l.; X,XX mg/l",,"(457, 467); (570, 579)",alkoholu,None,"(383, 391)",hliadkou Obvodného oddelenia PZ Košice - U,,"(286, 328)",,,,,,,dychovej skúške,None,"(343, 358)",V,,"(75, 76)",XX.XX.XXXX,,"(9, 19)",XX:XX.; XX:XX,,"(475, 481); (524, 529)",XX:XX,,"(29, 34)",osobné motorové vozidlo,car,"(47, 70)",,,,,,,,,,,,,,,
115737922,"z prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 1 Trestného zákona, že dňa 01.11.2022 o 20.30 hod., v Prešove, potom čo požil alkoholické nápoje, viedol po ulici C. N. I. O. L. F. osobné motorové vozidlo zn. E. D. EČ K. XXX P., pričom bol zastavený a kontrolovaný hliadkou PMJ Prešov, kde pri dychovej skúške na alkohol v čase o 20.32 hod. mu bola nameraná hodnota 0,92 mg/l alkoholu v dychu, pričom obvinený svojim konaním porušil ust. § 4 ods. 2 písm. d/ Zák. č. 8/2009 o cestnej premávke,","0,92 mg/l",,"(384, 393)",alkohol,alcohol,"(331, 338)",hliadkou PMJ Prešov,,"(283, 302)",Prešove,,"(121, 128)",,,,dychovej skúške,breath,"(312, 327)",E; D.,,"(227, 228); (230, 232)",01.11.2022,,"(94, 104)",20.32,,"(348, 353)",20.30,,"(107, 112)",osobné motorové vozidlo,car,"(199, 222)",,,,,,,,,,,,,,,
116560404,"dňa 28 10. 2022 v čase okolo 08:32 hod. po predchádzajúcom požití alkoholických nápojov viedol svoje nákladné motorové vozidlo (kategória N1) zn. FIAT DUCATO 2,3 JTD, evidenčné číslo D po ceste III. triedy č. 2270, v smere od obce Novoť smerom na obec Zákamenné, pričom bol na ceste III. triedy č. 2270, približne 10 metrov pred zvislou dopravnou značkou č. 305 označujúcej začiatok obce Zákamenné, zákonným spôsobom zastavený a kontrolovaný policajtmi hliadky Okresného riaditeľstva PZ, Okresného dopravného inšpektorátu Dolný Kubín, na výzvu sa podrobil dychovej skúške analyzátorom dychu zn. AlcoQuant 6020 plus, výrobné číslo A409712, pričom mu bola nameraná dňa 28.10.2022 o 8:32 hod. hodnota 0,59 mg/l alkoholu v krvi a dňa 28.10.2022 o 8:58 hod. hodnota 0,56 mg/l alkoholu v krvi,","0,59 mg/l; 0,56
mg/l",,"(698, 707); (761, 770)",alkoholických nápojov; alkoholu; alkoholu,alcohol; alcohol; alcohol,"(66, 87); (708, 716); (771, 779)","hliadky Okresného
riaditeľstva PZ, Okresného dopravného inšpektorátu Dolný Kubín",,"(453, 533)",Novoť; Zákamenné,,"(231, 236); (252, 261)",AlcoQuant 6020 plus,,"(595, 614)",dychovej skúške,breath,"(556, 571)","FIAT DUCATO 2,3 JTD",,"(146, 165)",28 10. 2022,,"(4, 15)",8:32; 8:58,,"(680, 684); (743, 747)",08:32,,"(29, 34)",nákladné motorové vozidlo,truck,"(101, 126)",podrobil,FALSE,"(547, 555)","približne 10 metrov pred zvislou dopravnou značkou č. 305 označujúcej
začiatok obce Zákamenné",,"(304, 397)",,,,,,,ceste III. triedy č. 2270,class_III,"(188, 213)"
115899193,": dňa 05.11.2022 v čase okolo 01:10 hodine, po predcházajúcom požití alkoholických nápojov, viedol v E. Z. D. ulici osobné motorové vozidlo značky Nissan Primera s evidenčným číslom E. XXX O., kde bol zastavený a kontolovaný policajnou hliadkou, a následne v čase o 01:11 hodine bol podrobený dychovej skúške na zistenie požitia alkoholou, ktoru bolou neho zistené 0,60 mg/l etanolu vo vydychovanom vzduchu,","0,60 mg/l",,"(366, 375)",alkoholických nápojov; etanolu,alcohol; alcohol,"(70, 91); (376, 383)",,,,E.; Z.,,"(102, 104); (105, 107)",,,,dychovej skúške,breath,"(294, 309)",Nissan Primera,,"(148, 162)",05.11.2022,,"(7, 17)",01:11,,"(267, 272)",01:10,,"(31, 36)",osobné motorové vozidlo,car,"(117, 140)",podrobený,FALSE,,,,,,,,,,,,,
115129006,", ž e obvinený T. D. dňa 19. novembra 2021 v čase okolo 20.46 h v X. A. Q., okres X. A. Q., na ulici Q. po predchádzajúcom požití konope (marihuany) viedol osobné motorové vozidlo továrenskej značky Q. F., evidenčného čísla LE XXXAN, kde bol na ulici Q. zastavený a kontrolovaný policajnou hliadkou nakoľko počas policajnej kontroly javil známky požitia omamných a psychotropných látok, bol mu v čase o 23.13 hod. uvedeného dňa odobratý biologický materiál krv a moč, pričom imunochromatografickým skríningom mu bola v krvi zistená konfirmácia delta-9-tetrahydrokanabinolu (THC) v hodnote 12,66 ng/ml, pričom THC je hlavnou psychoaktívnou látkou rastlín konope, ktoré sú zaradené do I. skupiny omamných látok a THC do I. skupiny psychotropných látok podľa zákona č. 139/1998 Z. z. o omamných látkach, psychotropných látkach a prípravkov v znení neskorších predpisov a podľa znaleckého posudku z odvetvia psychiatria mal v čase jazdy hladinu THC v tele jednoznačne nad toxickým limitom, v dôsledku čoho jeho psychické a fyzické funkcie boli v stave vylučujúcom viesť motorové vozidlo, obvinený A. U. P. v presne nezistenej dobe, na presne nezistenom mieste v meste O., okres O. od neznámej osoby zakúpil vysušené vrcholky rastliny konope (Cannabis), z ktorých časť skonzumoval a následne prechovával po akúkoľvek dobu na bližšie nezistených miestach pri sebe až do cestnej kontroly osobného motorového vozidla továrenskej značky Q. F. evidenčného čísla LE XXXAN, v ktorom sa ako spolujazdec prepravoval dňa 19. novembra 2021 v čase o 23.03 hod. v meste X. A. Q. na ulici Q., okres X. A. Q. po ktorej dňa 20. novembra 2021 v čase o 03.00 hod., vydal polícii 2 igelitové vrecúška s obsahom vysušených vrcholkov rastliny konope (Cannabis) o celkovej hmotnosti 172,11 gramov s priemernou koncentráciou od 7,9%  do 10,3% hmotnostných THC (tetrahydrokanabinolu), čo zodpovedá najmenej 344 bežným jednotlivým dávkam drogy, schopných ovplyvniť psychiku užívateľa (konzumenta), pričom rastliny rodu Cannabis (konope) sú v zmysle zákona Národnej rady Slovenskej republiky č. 139/1998 Z.z. o omamných látkach, psychotropných látkach a prípravkoch v znení neskorších predpisov zaradené do I. skupiny omamných látok a účinná látka tetrahydrokanabinol (THC) do I. skupiny psychotropných látok, obvinený T. H. v presne nezistenej dobe, na presne nezistenom mieste, od bližšie nestotožnenej osoby zadovážil vysušené vrcholky rastliny konope (Cannabis), z ktorých časť skonzumoval a následne prechovával po akúkoľvek dobu na bližšie nezistených miestach v X. A. Q., pri sebe a taktiež dňa 19. novembra 2021 vo večerných hodinách ešte zakúpil od nestotožnenej osoby v X. A. Q., okres X. A. Q. na sídlisku P., pri kine P., vysušené vrcholky rastliny konope (Cannabis), ktoré následne prechovával pri sebe až do cestnej kontroly osobného motorového vozidla továrenskej značky Q. F. evidenčného čísla LE XXXAN, v ktorom sa ako spolujazdec prepravoval dňa 19. novembra 2021 v čase o 23.03 hod. v meste X. A. Q., na ulici Q., po ktorej dňa 20. novembra 2021 v čase o 03.00 hod. vydal polícii 2 igelitové vrecúška s obsahom vysušených vrcholkov rastliny konope (Cannabis) o celkovej hmotnosti 69,62 gramov s priemernou koncentráciou od 7,7% do 9,8% hmotnostných THC (tetrahydrokanabinolu), čo zodpovedá najmenej 139 bežným jednotlivým dávkam drogy, schopných ovplyvniť psychiku užívateľa (konzumenta), pričom rastliny rodu Cannabis (konope) sú v zmysle zákona Národnej rady Slovenskej republiky č. 139/1998 Z.z. o omamných látkach, psychotropných látkach a prípravkoch v znení neskorších predpisov zaradené do I. skupiny omamných látok a účinná látka tetrahydrokanabinol (THC) do I. skupiny psychotropných látok,","12,66 ng/ml",,"(590, 601)",konope; delta-9-tetrahydrokanabinolu,cannabis; cannabis,"(131, 137); (545, 573)",policajnou hliadkou,,"(280, 299)",X.; Q.,,"(67, 69); (73, 75)",,,,krv; moč,blood; urine,"(458, 461); (464, 467)",Q.,,"(200, 202)",19. novembra 2021,,"(26, 43)",23.13,,"(404, 409)",20.46,,"(57, 62)",osobné motorové vozidlo,car,"(157, 180)",odobratý,FALSE,"(429, 437)",ulici Q,,"(96, 103)",javil známky požitia omamných a psychotropných látok,suspected_intoxication,"(334, 386)",,,,ulici,urban,"(96, 101)"
